Name,Year,Type,Notable Commanders,Warships_sunk_n_total_loss_No,Warships_sunk_n_total_loss_Tons-n-GRT,Warships_Damaged_No,Warships_Damaged_Tons-n-GRT,Merchant_Ships_sunk_No,Merchant_Ships_sunk_GRT,Merchant_Ships_damaged_No,Merchant_Ships_damaged_GRT,Merchant_Ships_total_loss_No,Merchant_Ships_total_loss_GRT,Fate_Event,Fate_Date,Notes,URL,Commissioned,Patrols,Wolfpacks,Flotilla
U-590,1941,VIIC,,0,0,0,0,1,"5,228",1,"5,464",0,0,Sunk,9 July 1943,US Catalina,https://en.wikipedia.org/wiki/German_submarine_U-590,1941-10-02,5,"{'Hecht': ['8 May', '18 June 1942'], 'Blücher': ['14', '20 August 1942'], 'Iltis': ['6', '23 September 1942'], 'Neuland': ['8', '13 March 1943'], 'Dränger': ['14', '20 March 1943'], 'Seewolf': ['21', '30 March 1943']}","{'6th U-boat Flotilla': ['2 October 1941 ', ' 9 July 1943']}"
U-591,1941,VIIC,,0,0,0,0,4,"19,932",1,"5,701",0,0,Sunk,30 July 1943,US Lockheed Ventura,https://en.wikipedia.org/wiki/German_submarine_U-591,1941-10-09,8,"{'Schlei': ['21 January', '12 February 1942'], 'Bums': ['6', '10 April 1942'], 'Greif': ['14', '29 May 1942'], 'Nebelkönig': ['27 July', '13 August 1942'], 'Ungestüm': ['11', '30 December 1942'], 'Sturmbock': ['21', '26 February 1943'], 'Wildfang': ['26 February', '5 March 1943'], 'Westmark': ['6', '11 March 1943'], 'Seewolf': ['21', '30 March 1943']}","{'6th U-boat Flotilla': ['9 October 1941 ', ' 30 June 1942'], '11th U-boat Flotilla': ['1 July 1942 ', ' 31 May 1943'], '9th U-boat Flotilla': ['1 June ', ' 30 July 1943']}"
U-592,1941,VIIC,,0,0,0,0,1,"3,770",0,0,0,0,Sunk,31 January 1944,"HMS Starling, HMS Wild Goose and HMS Magpie",https://en.wikipedia.org/wiki/German_submarine_U-592,1941-10-16,10,"{'Wrangel': ['11', '18 March 1942'], 'Naseweis': ['10 April 1942'], 'Bums': ['10', '14 April 1942'], 'Blutrausch': ['15', '19 April 1942'], 'Nebelkönig': ['27 July', '13 August 1942'], 'Trägertod': ['19', '22 September 1942'], 'Boreas': ['19 November', '9 December 1942'], 'Seeteufel': ['21', '30 March 1943'], 'Löwenherz': ['1', '10 April 1943'], 'Siegfried': ['22', '27 October 1943'], 'Siegfried 2': ['27', '30 October 1943'], 'Jahn': ['31 October', '2 November 1943'], 'Tirpitz 4': ['2', '8 November 1943'], 'Eisenhart 8': ['9', '10 November 1943'], 'Rügen': ['21', '26 January 1944'], 'Hinein': ['26', '29 January 1944']}","{'6th U-boat Flotilla': ['1 March 1943 ', ' 31 January 1944'], '11th U-boat Flotilla': ['1 July ', ' 28 February 1943']}"
U-593,1941,VIIC,Gerd Kelbling,5,"4,579",2,"1,677",9,"38,290",1,"4,853",1,"8,426",Sunk,13 December 1943,USS Wainwright & HMS Calpe,https://en.wikipedia.org/wiki/German_submarine_U-593,1941-10-23,16,,"{'8th U-boat Flotilla': ['23 October 1941 ', ' 28 February 1942'], '7th U-boat Flotilla': ['1 March ', ' 31 October 1942'], '29th U-boat Flotilla': ['1 November 1942 ', ' 13 December 1943']}"
U-594,1941,VIIC,,0,0,0,0,2,"14,390",0,0,0,0,Sunk,5 June 1943,RAF Hudson,https://en.wikipedia.org/wiki/German_submarine_U-594,1941-10-30,6,"{'Blücher': ['14', '28 August 1942'], 'Stier': ['29 August', '2 September 1942'], 'Vorwärts': ['2', '17 September 1942'], 'Jaguar': ['10', '31 January 1943'], 'Pfeil': ['1', '9 February 1943'], 'Löwenherz': ['1', '10 April 1943']}","{'8th U-boat Flotilla': ['30 October 1941 ', ' 28 February 1942'], '7th U-boat Flotilla': ['1 March 1942 ', ' 5 June 1943']}"
U-595,1941,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,14 November 1942,RAF Hudson,https://en.wikipedia.org/wiki/German_submarine_U-595,1941-11-06,3,"{'Steinbrinck': ['6', '9 August 1942'], 'Pfeil': ['12', '22 September 1942'], 'Blitz': ['22', '26 September 1942'], 'Tiger': ['26', '30 September 1942'], 'Delphin': ['4', '14 November 1942']}","{'8th U-boat Flotilla': ['6 November 1941 ', ' 31 July 1942'], '9th U-boat Flotilla': ['1 August ', ' 14 November 1942']}"
U-596,1941,VIIC,Gunter Jahn,1,246,0,0,12,"41,411",2,"14,180",0,0,Scuttled,30 September 1944,Bomb damage,https://en.wikipedia.org/wiki/German_submarine_U-596,1941-11-13,12,,"{'8th U-boat Flotilla': ['13 November 1941 ', ' 30 June 1942'], '3rd U-boat Flotilla': ['1 July ', ' 18 November 1942'], '29th U-boat Flotilla': ['19 November 1942 ', ' 24 September 1944']}"
U-597,1941,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,12 October 1942,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-597,1941-11-20,2,"{'Wolf': ['13', '30 July 1942'], 'Pirat': ['30 July', '3 August 1942'], 'Steinbrinck': ['3', '11 August 1942'], 'Blitz': ['22', '26 September 1942'], 'Tiger': ['26', '30 September 1942'], 'Luchs': ['1', '6 October 1942'], 'Panther': ['6', '12 October 1942'], 'Leopard': ['12 October 1942']}","{'8th U-boat Flotilla': ['20 November 1941 ', ' 30 June 1942'], '1st U-boat Flotilla': ['1 July ', ' 12 October 1942']}"
U-598,1941,VIIC,,0,0,0,0,2,"9,295",1,"6,197",0,0,Sunk,23 July 1943,US Liberator,https://en.wikipedia.org/wiki/German_submarine_U-598,1941-11-27,4,"{'Jaguar': ['18', '31 January 1943'], 'Stürmer': ['11', '20 March 1943'], 'Seeteufel': ['23', '30 March 1943'], 'Meise': ['11', '27 April 1943']}","{'8th U-boat Flotilla': ['27 November 1941 ', ' 30 June 1942'], '6th U-boat Flotilla': ['1 ', ' 23 July 1942']}"
U-599,1941,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,24 October 1942,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-599,1941-12-04,1,"{'Lohs': ['13', '22 September 1942'], 'Blitz': ['22', '26 September 1942'], 'Tiger': ['26', '30 September 1942'], 'Wotan': ['5', '19 October 1942']}","{'8th U-boat Flotilla': ['4 December 1941 ', ' 30 August 1942'], '1st U-boat Flotilla': ['1 September ', ' 24 October 1942']}"
U-600,1941,VIIC,,0,0,0,0,5,"28,600",3,"19,230",0,0,Sunk,25 November 1943,HMS Bazely and HMS Blackwood,https://en.wikipedia.org/wiki/German_submarine_U-600,1941-12-11,6,"{'Draufgänger': ['29 November', '11 December 1942'], 'Raufbold': ['11', '22 December 1942'], 'Knappen': ['19', '25 February 1943'], 'Burggraf': ['4', '5 March 1943'], 'Raubgraf': ['7', '20 March 1943'], 'Drossel': ['29 April', '5 May 1943'], 'Schill 1': ['16', '22 November 1943'], 'Weddigen': ['22', '25 November 1943']}","{'5th U-boat Flotilla': ['11 December 1941 ', ' 31 July 1942'], '3rd U-boat Flotilla': ['1 August 1942 ', ' 25 November 1943']}"
U-601,1941,VIIC,,0,0,0,0,4,"8,869",0,0,0,0,Sunk,25 February 1944,RAF Catalina,https://en.wikipedia.org/wiki/German_submarine_U-601,1941-12-18,10,,"{'5th U-boat Flotilla': ['18 December 1941 ', ' 30 June 1942'], '11th U-boat Flotilla': ['1 July 1942 ', ' 31 May 1943'], '13th U-boat Flotilla': ['1 June 1943 ', ' 25 February 1944']}"
U-602,1941,VIIC,,1,"1,540",0,0,0,0,0,0,0,0,Missing,19 April 1943,,https://en.wikipedia.org/wiki/German_submarine_U-602,1941-12-29,4,"{'Panther\xa0[de]': ['6', '16 October 1942'], 'Puma': ['16', '29 October 1942']}","{'5th U-boat Flotilla': ['29 December 1941 ', ' 30 September 1942'], '7th U-boat Flotilla': ['1 October ', ' 31 December 1942'], '29th U-boat Flotilla': ['1 January ', ' 19 April 1943']}"
U-603,1941,VIIC,,0,0,0,0,4,"22,406",0,0,0,0,Missing,19 February 1944,,https://en.wikipedia.org/wiki/German_submarine_U-603,1942-01-02,5,,"{'5th U-boat Flotilla': ['2 January ', ' 30 November 1942'], '1st U-boat Flotilla': ['1 December 1942 ', ' 19 February 1944']}"
U-604,1941,VIIC,Horst Höltring,0,0,0,0,6,"39,891",0,0,0,0,Scuttled,11 August 1943,Depth charged by a Ventura & Liberator,https://en.wikipedia.org/wiki/German_submarine_U-604,1942-01-08,6,"{'Vorwärts': ['25 August', '1 September 1942'], 'Streitaxt': ['20', '31 October 1942'], 'Draufgänger': ['1', '11 December 1942'], 'Ungestüm': ['11', '22 December 1942'], 'Knappen': ['19', '25 February 1943']}","{'5th U-boat Flotilla': ['8 January ', ' 31 July 1942'], '9th U-boat Flotilla': ['1 August 1942 ', ' 11 August 1943']}"
U-605,1941,VIIC,,0,0,0,0,3,"8,409",0,0,0,0,Sunk,14 November 1942,RAF Hudson,https://en.wikipedia.org/wiki/German_submarine_U-605,1942-01-15,3,"{'Steinbrinck': ['7', '11 August 1942'], 'Lohs': ['11', '26 August 1942'], 'Tümmler': ['1', '11 October 1942']}","{'5th U-boat Flotilla': ['15 January ', ' 31 July 1942'], '9th U-boat Flotilla': ['1 August ', ' 31 October 1942'], '29th U-boat Flotilla': ['1 ', ' 14 November 1942']}"
U-606,1941,VIIC,Hans-Heinrich Döhler,0,0,0,0,3,"20,527",2,"21,925",0,0,Sunk,22 February 1943,USCGC Campbell & Polish destroyer ORP Burza,https://en.wikipedia.org/wiki/German_submarine_U-606,1942-01-22,3,"{'Puma': ['26', '29 October 1942'], 'Natter': ['30 October', '8 November 1942'], 'Kreuzotter': ['8', '24 November 1942'], 'Falke': ['8', '19 January 1943'], 'Haudegen': ['19 January', '15 February 1943']}","{'5th U-boat Flotilla': ['22 January ', ' 31 August 1942'], '11th U-boat Flotilla': ['1 September ', ' 31 October 1942'], '9th U-boat Flotilla': ['1 November 1942 ', ' 22 February 1943']}"
U-607,1941,VIIC,Ernst Mengersen,0,0,0,0,4,"28,937",2,"15,201",0,0,Sunk,13 July 1943,RAF Sunderland,https://en.wikipedia.org/wiki/German_submarine_U-607,1942-01-29,5,"{'Wolf': ['25', '30 July 1942'], 'Pirat': ['30 July', '3 August 1942'], 'Steinbrinck': ['3', '10 August 1942'], 'Pfeil': ['12', '22 September 1942'], 'Blitz': ['22', '26 September 1942'], 'Tiger': ['26', '30 September 1942'], 'Wotan': ['5', '16 October 1942'], 'Falke': ['8', '19 January 1943'], 'Haudegen': ['19 January', '15 February 1943'], 'Drossel': ['29 April', '15 May 1943'], 'Oder': ['17', '19 May 1943'], 'Mosel': ['19', '23 May 1943']}","{'5th U-boat Flotilla': ['29 January ', ' 31 July 1942'], '7th U-boat Flotilla': ['1 August 1942 ', ' 13 July 1943']}"
U-608,1941,VIIC,,1,291,0,0,4,"35,539",0,0,0,0,Scuttled,10 August 1944,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-608,1942-02-05,9,"{'Stier': ['29 August', '2 September 1942'], 'Vorwärts': ['2', '15 September 1942'], 'Pfeil': ['1', '9 February 1943'], 'Neptun': ['18 February', '3 March 1943'], 'Neuland': ['8', '13 March 1943'], 'Dränger': ['14', '20 March 1943'], 'Trutz': ['1', '16 June 1943'], 'Trutz 1': ['16', '29 June 1943'], 'Geier 1': ['30 June', '15 July 1943'], 'Schlieffen': ['14', '22 October 1943'], 'Siegfried': ['22', '27 October 1943'], 'Siegfried 1': ['27', '30 October 1943'], 'Jahn': ['31 October', '2 November 1943'], 'Tirpitz 2': ['2', '8 November 1943'], 'Eisenhart 7': ['9', '11 November 1943'], 'Schill 2': ['17', '22 November 1943'], 'Igel 2': ['9', '17 February 1944'], 'Hai 1': ['17', '22 February 1944'], 'Preussen': ['22 February', '14 March 1944']}","{'5th U-boat Flotilla': ['5 February ', ' 31 August 1942'], '6th U-boat Flotilla': ['1 September 1942 ', ' 10 August 1944']}"
U-609,1941,VIIC,,0,0,0,0,2,"10,288",0,0,0,0,Sunk,6 February 1943,FFNF Lobelia,https://en.wikipedia.org/wiki/German_submarine_U-609,1942-02-12,4,"{'Vorwärts': ['25 August', '1 September 1942'], 'Panther': ['13', '16 October 1942'], 'Draufgänger': ['6', '11 December 1942'], 'Raufbold': ['11', '18 December 1942'], 'Landsknecht': ['19', '28 January 1943'], 'Pfeil': ['1', '7 February 1943']}","{'5th U-boat Flotilla': ['12 February ', ' 31 July 1942'], '6th U-boat Flotilla': ['1 August 1942 ', ' 6 February 1943']}"
U-610,1941,VIIC,,0,0,0,0,4,"21,273",1,"9,551",0,0,Sunk,8 October 1943,RCAF Sunderland,https://en.wikipedia.org/wiki/German_submarine_U-610,1942-02-19,4,"{'Luchs': ['27 September', '6 October 1942'], 'Panther': ['6', '20 October 1942'], 'Draufgänger': ['29 November', '11 December 1942'], 'Ungestüm': ['11', '13 December 1942'], 'Raufbold': ['13', '18 December 1942'], 'Dränger': ['14', '20 March 1943'], 'Seeteufel': ['23', '30 March 1943'], 'Meise': ['11', '27 April 1943'], 'Rossbach': ['24 September', '8 October 1943']}","{'5th U-boat Flotilla': ['19 February ', ' 30 September 1942'], '6th U-boat Flotilla': ['1 October 1942 ', ' 8 October 1943']}"
U-611,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,8 December 1942,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-611,1942-02-26,1,"{'Kreuzotter': ['17', '22 November 1942'], 'Drachen': ['22 November', '3 December 1942'], 'Panzer': ['3', '8 December 1942']}","{'5th U-boat Flotilla': ['26 February ', ' 30 September 1942'], '3rd U-boat Flotilla': ['1 October ', ' 8 December 1942']}"
U-612,1942,VIIC,Herbert Werner,0,0,0,0,0,0,0,0,0,0,Scuttled,1 May 1945,Had been previously sunk then raised,https://en.wikipedia.org/wiki/German_submarine_U-612,1942-03-05,0,,"{'5th U-boat Flotilla': ['5 March ', ' 6 August 1942'], '24th U-boat Flotilla': ['31 May 1943 ', ' 28 February 1945'], '31st U-boat Flotilla': ['1 March ', ' 1 May 1945']}"
U-613,1942,VIIC,,0,0,0,0,2,"8,087",0,0,0,0,Sunk,23 July 1943,USS George E. Badger,https://en.wikipedia.org/wiki/German_submarine_U-613,1942-03-12,4,"{'Natter': ['2', '8 November 1942'], 'Westwall': ['8', '18 November 1942'], 'Habicht': ['10', '19 January 1943'], 'Haudegen': ['19 January', '9 February 1943'], 'Adler': ['7', '13 April 1943'], 'Meise': ['13', '25 April 1943']}","{'8th U-boat Flotilla': ['12 March ', ' 31 October 1942'], '3rd U-boat Flotilla': ['1 November 1942 ', ' 23 July 1943']}"
U-614,1942,VIIC,,0,0,0,0,1,"5,730",0,0,0,0,Sunk,29 July 1943,RAF Wellington,https://en.wikipedia.org/wiki/German_submarine_U-614,1942-03-19,3,"{'Landsknecht': ['19', '28 January 1943'], 'Without Name': ['15', '18 April 1943'], 'Specht': ['19 April', '4 May 1943'], 'Fink': ['4', '6 May 1943'], 'Elbe': ['7', '10 May 1943'], 'Elbe 1': ['10', '14 May 1943']}","{'8th U-boat Flotilla': ['19 March 1942 ', ' 31 January 1943'], '6th U-boat Flotilla': ['1 February ', ' 29 July 1943']}"
U-615,1942,VIIC,,0,0,0,0,4,"27,231",0,0,0,0,Sunk,7 August 1943,US Mariner & Ventura aircraft,https://en.wikipedia.org/wiki/German_submarine_U-615,1942-03-26,4,,"{'8th U-boat Flotilla': ['26 March ', ' 31 August 1942'], '3rd U-boat Flotilla': ['1 September 1942 ', ' 7 August 1943']}"
U-616,1942,VIIC,Siegfried Koitschka,2,"2,181",0,0,0,0,2,"17,754",0,0,Sunk,17 May 1944,"USS Nields, USS Gleaves, USS Ellyson, USS Macomb, USS Hambleton, USS Rodman, USS Emmons and RAF Wellington",https://en.wikipedia.org/wiki/German_submarine_U-616,1942-04-02,9,"{'Burggraf': ['24 February', '5 March 1943'], 'Westmark': ['6', '11 March 1943'], 'Stürmer': ['11', '20 March 1943']}","{'8th U-boat Flotilla': ['2 April ', ' 31 December 1942'], '6th U-boat Flotilla': ['1 January ', ' 31 May 1943'], '29th U-boat Flotilla': ['1 June 1943 ', ' 17 May 1944']}"
U-617,1942,VIIC,"Albrecht Brandi,Günther Heydemann",3,"4,510",0,0,8,"25,879",0,0,0,0,Ran aground & destroyed,12 September 1943,"RAF Hudson, RN Swordfish, HMS Hyacinth and HMAS Wollongong",https://en.wikipedia.org/wiki/German_submarine_U-617,1942-04-09,7,"{'Pfeil': ['12', '22 September 1942'], 'Blitz': ['22', '26 September 1942'], 'Tiger': ['26', '30 September 1942'], 'Delphin': ['4', '10 November 1942'], 'Wal': ['10', '15 November 1942']}","{'5th U-boat Flotilla': ['9 April ', ' 31 August 1942'], '7th U-boat Flotilla': ['1 September ', ' 30 November 1942'], '29th U-boat Flotilla': ['1 December 1942 ', ' 12 September 1943']}"
U-618,1942,VIIC,,0,0,0,0,3,"15,788",0,0,0,0,Sunk,14 August 1944,"HMS Duckworth, HMS Essington and RAF Liberator",https://en.wikipedia.org/wiki/German_submarine_U-618,1942-04-16,10,"{'Pfeil': ['12', '22 September 1942'], 'Blitz': ['22', '26 September 1942'], 'Tiger': ['26', '30 September 1942'], 'Wotan': ['5', '19 October 1942'], 'Neuland': ['4', '6 March 1943'], 'Ostmark': ['6', '11 March 1943'], 'Stürmer': ['11', '20 March 1943'], 'Seewolf': ['21', '30 March 1943'], 'Adler': ['11', '13 April 1943'], 'Meise': ['13', '20 April 1943'], 'Specht': ['21', '25 April 1943'], 'Schill 3': ['18', '22 November 1943'], 'Weddigen': ['22 November', '7 December 1943'], 'Coronel': ['7', '8 December 1943'], 'Coronel 2': ['8', '14 December 1943'], 'Coronel 3': ['14', '17 December 1943'], 'Borkum': ['18', '26 December 1943'], 'Hela': ['28 December 1943', '1 January 1944']}","{'5th U-boat Flotilla': ['16 April ', ' 31 August 1942'], '7th U-boat Flotilla': ['1 September 1942 ', ' 14 August 1944']}"
U-619,1942,VIIC,,0,0,0,0,2,"8,723",0,0,0,0,Sunk,5 October 1942,RAF Hudson aircraft,https://en.wikipedia.org/wiki/German_submarine_U-619,1942-04-23,1,"{'Blitz': ['22', '26 September 1942'], 'Luchs': ['27 September', '5 October 1942']}","{'5th U-boat Flotilla': ['23 April ', ' 30 September 1942'], '3rd U-boat Flotilla': ['1 ', ' 5 October 1942']}"
U-620,1942,VIIC,,0,0,0,0,1,"6,983",0,0,0,0,Sunk,13 February 1943,RAF Catalina,https://en.wikipedia.org/wiki/German_submarine_U-620,1942-04-30,2,"{'Luchs': ['27 September', '6 October 1942'], 'Panther': ['6', '11 October 1942'], 'Leopard': ['12', '19 October 1942'], 'Südwärts': ['24', '26 October 1942'], 'Delphin': ['26 December 1942', '13 February 1943']}","{'8th U-boat Flotilla': ['30 April ', ' 30 September 1942'], '3rd U-boat Flotilla': ['1 October 1942 ', ' 13 February 1943']}"
U-621,1942,VIIC,Hermann Stuckmann,1,"2,938",1,"1,625",4,"20,159",1,"10,048",0,0,Sunk,18 August 1944,"HMCS Ottawa, HMCS Kootenay and HMCS Chaudiere",https://en.wikipedia.org/wiki/German_submarine_U-621,1942-05-07,10,"{'Panther': ['10', '16 October 1942'], 'Puma': ['16', '29 October 1942'], 'Raufbold': ['11', '18 December 1942'], 'Hartherz': ['3', '7 February 1943'], 'Ritter': ['11', '26 February 1943'], 'Burggraf': ['4', '5 March 1942'], 'Raubgraf': ['7', '15 March 1943'], 'Amsel 1': ['3', '6 May 1943'], 'Elbe': ['7', '10 May 1943'], 'Elbe 2': ['10', '14 May 1943'], 'Mosel': ['19', '24 May 1943']}","{'8th U-boat Flotilla': ['7 May ', ' 30 September 1942'], '9th U-boat Flotilla': ['1 October 1942 ', ' 18 August 1944']}"
U-622,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,24 July 1943,US air raid,https://en.wikipedia.org/wiki/German_submarine_U-622,1942-05-14,4,"{'Nordwind': ['24', '28 January 1943']}","{'8th U-boat Flotilla': ['14 May ', ' 1 October 1942'], '11th U-boat Flotilla': ['2 October 1942 ', ' 31 May 1943'], '13th U-boat Flotilla': ['1 June ', ' 24 July 1943']}"
U-623,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,21 February 1943,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-623,1942-05-21,2,"{'Drachen': ['22 November', '3 December 1942'], 'Panzer': ['3', '9 December 1942'], 'Ungestüm': ['11', '13 December 1942'], 'Raufbold': ['13', '18 December 1942'], 'Ritter': ['11', '21 February 1943']}","{'8th U-boat Flotilla': ['21 May ', ' 30 November 1942'], '6th U-boat Flotilla': ['1 December 1942 ', ' 21 February 1943']}"
U-624,1942,VIIC,,3,873,0,0,5,"39,855",1,"5,432",0,0,Sunk,7 February 1943,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-624,1942-05-28,2,"{'Puma': ['23', '29 October 1942'], 'Natter': ['30 October', '8 November 1942'], 'Kreuzotter': ['8', '24 November 1942'], 'Habicht': ['10', '19 January 1943'], 'Haudegen': ['19 January', '7 February 1943']}","{'8th U-boat Flotilla': ['28 May ', ' 30 September 1942'], '7th U-boat Flotilla': ['1 October 1942 ', ' 7 February 1943']}"
U-625,1942,VIIC,,2,"1,129",0,0,3,"18,751",0,0,0,0,Sunk,10 March 1944,RCAF Sunderland,https://en.wikipedia.org/wiki/German_submarine_U-625,1942-06-04,10,"{'Boreas': ['19', '28 November 1942'], 'Nordwind': ['24 January', '4 February 1943'], 'Eisbär': ['27 March', '15 April 1943'], 'Coronel': ['4', '8 December 1943'], 'Coronel 1': ['8', '14 December 1943'], 'Coronel 2': ['14', '17 December 1943'], 'Föhr': ['18', '23 December 1943'], 'Rügen 6': ['23', '28 December 1943'], 'Preussen': ['7', '10 March 1944']}","{'8th U-boat Flotilla': ['4 June ', ' 30 September 1942'], '3rd U-boat Flotilla': ['1 ', ' 31 October 1942'], '11th U-boat Flotilla': ['1 November 1942 ', ' 31 May 1943'], '13th U-boat Flotilla': ['1 June ', ' 31 October 1943'], '1st U-boat Flotilla': ['1 November 1943 ', ' 10 March 1944']}"
U-626,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Missing,14 December 1942,,https://en.wikipedia.org/wiki/German_submarine_U-626,1942-06-11,1,,"{'5th U-boat Flotilla': ['11 June ', ' 31 October 1942'], '6th U-boat Flotilla': ['1 November ', ' 14 December 1942']}"
U-627,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,27 October 1942,RAF Fortress,https://en.wikipedia.org/wiki/German_submarine_U-627,1942-06-18,1,,"{'5th U-boat Flotilla': ['18 June ', ' 1 October 1942'], '6th U-boat Flotilla': ['1 ', ' 27 October 1942']}"
U-628,1942,VIIC,,0,0,0,0,4,"21,765",3,"20,450",0,0,Sunk,3 July 1943,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-628,1942-06-25,4,"{'Ungestüm': ['11', '30 December 1942'], 'Hartherz': ['3', '7 February 1943'], 'Ritter': ['11', '26 February 1943'], 'Without name': ['15', '18 April 1943'], 'Specht': ['19 April', '4 May 1943'], 'Fink': ['4', '6 May 1943']}","{'5th U-boat Flotilla': ['25 June ', ' 30 November 1942'], '1st U-boat Flotilla': ['1 December 1942 ', ' 3 July 1943']}"
U-629,1942,VIIC,,0,0,0,0,0,0,0,0,0,0,Sunk,7 June 1944,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-629,1942-07-02,11,"{'Nordwind': ['31 January', '2 February 1943'], 'Taifun': ['2', '4 April 1943'], 'Coronel': ['4', '8 December 1943'], 'Coronel 1': ['8', '14 December 1943'], 'Coronel 2': ['14', '17 December 1943'], 'Amrum': ['18', '23 December 1943']}","{'5th U-boat Flotilla': ['2 July ', ' 30 November 1942'], '11th U-boat Flotilla': ['1 December 1942 ', ' 31 October 1943'], '1st U-boat Flotilla': ['1 November 1943 ', ' 7 June 1944']}"
U-630,1942,VIIC,,0,0,0,0,2,"14,894",0,0,0,0,Sunk,6 May 1943,HMS Vidette,https://en.wikipedia.org/wiki/German_submarine_U-630,1942-07-09,1,"{'Löwenherz': ['1', '10 April 1943'], 'Lerche': ['10', '15 April 1943'], 'Specht': ['22 April', '4 May 1943'], 'Fink': ['4', '6 May 1943']}","{'5th U-boat Flotilla': ['9 July 1942 ', ' 31 March 1943'], '3rd U-boat Flotilla': ['1 April ', ' 6 May 1943']}"
U-631,1942,VIIC,,0,0,0,0,2,"9,136",0,0,0,0,Sunk,17 October 1943,HMS Sunflower,https://en.wikipedia.org/wiki/German_submarine_U-631,1942-07-16,3,"{'Falke': ['28 December 1942', '19 January 1943'], 'Landsknecht': ['19', '28 January 1943'], 'Stürmer': ['11', '20 March 1943'], 'Seewolf 2': ['21', '30 March 1943'], 'Meise': ['11', '27 April 1943'], 'Rossbach': ['27 September', '9 October 1943'], 'Schlieffen': ['14', '17 October 1943']}","{'5th U-boat Flotilla': ['16 July ', ' 31 December 1942'], '9th U-boat Flotilla': ['1 January ', ' 17 October 1943']}"
U-632,1942,VIIC,,0,0,0,0,2,"15,255",0,0,0,0,Sunk,6 April 1943,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-632,1942-07-23,2,,"{'5th U-boat Flotilla': ['23 July ', ' 31 December 1942'], '1st U-boat Flotilla': ['1 January ', ' 6 April 1943']}"
U-633,1942,VIIC,,0,0,0,0,1,"3,921",0,0,0,0,Sunk,8 March 1943,USCGC Spencer,https://en.wikipedia.org/wiki/German_submarine_U-633,1942-07-30,1,"{'Neuland': ['4', '6 March 1943'], 'Ostmark': ['6', '8 March 1943']}","{'5th U-boat Flotilla': ['30 July 1942 ', ' 28 February 1943'], '9th U-boat Flotilla': ['1 ', ' 8 March 1943']}"
U-634,1942,VIIC,,0,0,0,0,1,"7,176",0,0,0,0,Sunk,30 August 1943,HMS Stork & HMS Stonecrop,https://en.wikipedia.org/wiki/German_submarine_U-634,1942-08-06,3,"{'Westmark': ['6', '11 March 1943'], 'Amsel': ['22 April', '3 May 1943'], 'Amsel 2': ['3', '6 May 1943'], 'Elbe': ['7', '10 May 1943'], 'Elbe 1': ['10', '14 May 1943']}","{'5th U-boat Flotilla': ['6 August 1942 ', ' 31 January 1943'], '9th U-boat Flotilla': ['1 February ', ' 30 August 1943']}"
U-635,1942,VIIC,,0,0,0,0,0,0,2,"14,894",0,0,Sunk,5 April 1943,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-635,1942-08-13,1,"{'Löwenherz': ['1', '5 April 1943']}","{'5th U-boat Flotilla': ['13 August 1942 ', ' 31 March 1943'], '3rd U-boat Flotilla': ['1 ', ' 5 April 1943']}"
U-636,1942,VIIC,,0,0,0,0,1,"7,169",0,0,0,0,Sunk,21 April 1945,"HMS Bazely, HMS Drury and HMS Bentinck",https://en.wikipedia.org/wiki/German_submarine_U-636,1942-08-20,15,"{'Iller': ['12', '15 May 1943'], 'Donau 1': ['15', '26 May 1943'], 'Isegrim': ['1', '7 January 1944'], 'Donner': ['11', '20 April 1944'], 'Donner & Keil': ['20 April', '2 May 1944'], 'Trutz': ['28 June', '10 July 1944'], 'Dachs': ['1', '5 September 1944'], 'Zorn': ['26 September', '1 October 1944'], 'Grimm': ['1', '2 October 1944'], 'Panther': ['16 October', '10 November 1944'], 'Stier': ['4', '15 December 1944']}","{'5th U-boat Flotilla': ['20 August 1942 ', ' 31 March 1943'], '11th U-boat Flotilla': ['1 April ', ' 31 October 1943'], '13th U-boat Flotilla': ['1 November 1943 ', ' 21 April 1945']}"
